dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-09-01,18,3,2,1,1,1,30,1,11,60,361,11,0
2015-10-01,11,2,2,2,0,0,10,0,8,26,89,5,1
2015-11-01,15,4,4,3,1,1,28,0,8,40,44,9,1
2015-12-01,5,3,2,2,0,0,14,0,5,14,39,1,4
2016-01-01,7,4,4,1,1,1,30,1,6,23,83,2,1
2016-02-01,20,4,4,4,2,1,34,0,10,30,82,8,1
2016-03-01,8,2,2,1,1,1,26,0,11,53,69,5,1
2016-04-01,16,2,6,2,4,1,70,0,19,72,48,4,0
2016-05-01,33,2,4,0,3,2,19,2,12,72,86,1,0
2016-06-01,10,3,1,0,1,1,0,0,4,6,67,7,0
2016-07-01,1,1,0,0,0,0,0,0,2,3,48,5,0
2016-08-01,5,2,3,0,1,1,9,0,6,4,83,3,2
2016-09-01,5,4,4,1,3,1,17,0,9,22,66,9,2
2016-10-01,0,0,3,0,0,0,23,0,0,0,59,5,1
2016-11-01,7,4,3,3,3,1,29,0,10,28,80,8,0
2016-12-01,4,2,4,3,0,0,17,0,7,14,55,9,1
2017-01-01,5,3,3,3,2,1,23,1,10,40,45,8,0
2017-02-01,0,0,1,0,0,0,1,0,1,5,19,6,2
2017-03-01,19,6,6,1,6,1,45,0,12,37,56,8,1
2017-04-01,12,4,7,2,3,1,25,2,19,67,79,5,0
2017-05-01,22,6,8,2,8,1,55,1,23,84,552,21,2
2017-06-01,11,9,15,4,8,1,98,1,18,56,118,15,2
2017-07-01,14,5,9,2,7,1,60,1,15,51,62,9,0
2017-08-01,5,3,6,2,2,1,17,2,13,58,62,10,1
2017-09-01,6,4,3,0,4,1,9,2,12,28,71,5,2
2017-10-01,9,5,8,2,7,1,55,1,16,53,70,11,0
2017-11-01,3,2,4,0,3,1,15,5,7,20,76,7,3
2017-12-01,11,5,3,0,4,1,22,3,12,44,74,3,0
2018-01-01,10,3,8,2,5,1,39,2,15,30,88,13,0
2018-02-01,3,3,5,0,2,1,7,1,14,52,84,3,0
2018-03-01,11,4,8,3,6,1,10,3,23,49,92,9,1
2018-04-01,13,5,5,3,6,1,72,3,20,71,104,15,1
2018-05-01,16,6,12,4,8,1,45,8,30,101,110,12,0
2018-06-01,19,6,13,0,10,1,41,6,21,56,71,7,0
2018-07-01,22,6,14,3,14,1,25,5,30,69,81,7,0
2018-08-01,6,2,5,1,1,1,10,8,13,40,90,14,1
2018-09-01,7,3,4,2,2,1,14,6,9,27,116,9,1
2018-10-01,29,12,17,2,16,1,60,8,45,112,96,14,0
2018-11-01,12,5,7,1,4,1,25,6,11,39,77,7,2
2018-12-01,9,3,1,4,3,1,26,6,17,68,67,3,1
2019-01-01,44,8,26,2,22,1,197,7,55,185,131,11,0
2019-02-01,21,9,19,4,14,1,179,7,48,204,103,13,0
2019-03-01,9,5,7,1,5,1,54,10,40,144,118,16,1
2019-04-01,14,6,10,0,9,1,34,17,33,80,91,11,0
2019-05-01,16,2,11,2,5,1,68,14,13,70,91,10,0
2019-06-01,37,8,22,1,22,2,109,9,66,296,128,5,0
2019-07-01,11,7,11,1,8,1,66,7,34,136,150,12,0
2019-08-01,15,4,8,0,8,2,21,24,27,162,95,5,1
2019-09-01,11,6,2,3,6,1,42,14,20,101,67,6,0
2019-10-01,31,14,27,6,25,1,85,18,55,132,100,12,1
2019-11-01,12,6,8,0,6,1,18,19,35,101,87,9,0
2019-12-01,8,4,4,0,3,1,5,9,13,33,63,12,1
2020-01-01,11,4,6,1,3,2,16,15,18,104,94,16,0
2020-02-01,11,7,6,2,5,2,31,14,17,73,80,13,0
2020-03-01,5,4,2,0,5,2,21,21,19,96,99,4,1
2020-04-01,6,2,4,0,1,1,11,0,7,63,73,11,0
