dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-05-01,32,1,0,0,0,0,0,0,2,2,344,67,5
2016-06-01,60,1,0,0,0,0,0,0,1,1,314,88,4
2016-07-01,36,1,0,0,0,0,0,0,0,0,218,63,9
2016-08-01,8,1,0,0,0,0,0,0,1,1,166,51,6
2016-09-01,36,1,0,0,0,0,0,0,2,3,118,42,4
2016-10-01,16,1,0,0,0,0,0,0,1,1,115,32,5
2016-11-01,16,1,0,0,0,0,0,0,2,2,101,44,5
2016-12-01,140,1,0,0,0,0,0,0,3,5,174,63,2
2017-01-01,40,1,0,0,0,0,0,0,2,3,96,33,3
2017-02-01,18,1,0,0,0,0,0,0,1,1,163,39,6
2017-03-01,64,1,0,0,0,0,0,0,1,1,184,44,1
2017-04-01,34,1,0,0,0,0,0,0,2,4,155,45,4
2017-05-01,44,1,0,0,0,0,0,0,6,11,220,55,1
2017-06-01,64,1,1,1,0,0,0,0,2,1,192,51,0
2017-07-01,50,1,0,0,0,0,0,0,1,2,194,45,0
2017-08-01,14,1,0,0,0,0,0,0,0,0,187,43,4
2017-09-01,58,1,0,0,0,0,0,0,3,5,683,96,1
2017-10-01,14,1,0,0,0,0,0,0,1,1,208,38,3
2017-11-01,36,1,0,0,0,0,0,1,4,27,216,64,2
2017-12-01,42,1,0,0,0,0,0,0,4,6,164,52,4
2018-01-01,2,1,0,0,0,0,0,0,2,4,171,46,1
2018-02-01,34,1,0,0,0,0,0,0,2,4,110,31,2
2018-03-01,40,1,0,0,0,0,0,0,2,3,205,50,1
2018-04-01,38,1,0,0,0,0,0,0,4,5,141,35,1
2018-05-01,22,1,0,0,0,0,0,0,1,1,159,39,0
2018-06-01,50,1,0,0,0,0,0,0,1,1,117,35,0
2018-07-01,56,1,0,0,0,0,0,0,2,3,135,38,2
2018-08-01,10,1,0,0,0,0,0,0,3,9,165,38,1
2018-09-01,37,1,0,0,0,0,0,0,0,0,115,25,0
2018-10-01,27,1,0,0,0,0,0,0,2,9,104,26,0
2018-11-01,30,1,0,0,0,0,0,0,3,7,117,27,0
2018-12-01,15,1,0,0,0,0,0,0,1,1,130,27,1
2019-01-01,6,1,0,0,0,0,0,0,4,5,119,33,1
2019-02-01,10,1,0,0,0,0,0,0,2,3,90,24,1
2019-03-01,13,1,0,0,0,0,0,0,1,1,133,42,1
2019-04-01,10,1,0,0,0,0,0,0,3,7,176,37,0
2019-05-01,18,1,0,0,0,0,0,0,2,4,192,63,0
2019-06-01,11,1,0,0,0,0,0,0,1,7,138,44,1
2019-07-01,1,1,0,0,0,0,0,0,2,4,168,63,2
2019-08-01,6,1,0,0,0,0,0,0,1,1,148,44,0
2019-09-01,8,1,0,0,0,0,0,0,5,15,169,37,2
2019-10-01,12,1,0,0,0,0,0,0,0,0,141,37,1
2019-11-01,4,1,0,0,0,0,0,0,2,3,146,34,0
2019-12-01,23,1,0,0,0,0,0,1,1,1,172,43,0
2020-01-01,14,1,0,0,0,0,0,0,3,5,116,32,0
2020-02-01,16,1,0,0,0,0,0,1,1,3,112,33,0
2020-03-01,5,1,0,0,0,0,0,0,1,1,176,55,0
2020-04-01,2,1,0,0,0,0,0,0,2,3,89,28,0
