dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-01-01,98,3,3,0,3,1,22,0,5,13,5,1,0
2016-02-01,25,2,0,0,0,0,0,0,0,0,0,1,0
2016-03-01,47,3,1,0,0,0,1,0,4,5,0,0,1
2016-04-01,106,3,2,1,2,1,1,0,3,1,2,0,0
2016-05-01,47,2,0,0,0,0,0,0,7,16,56,1,0
2016-06-01,139,5,15,1,14,1,6,0,26,17,8,3,1
2016-07-01,20,3,2,0,2,1,4,0,3,3,14,1,2
2016-08-01,0,0,0,0,0,0,0,0,0,0,10,0,0
2016-09-01,1,1,0,0,0,0,0,0,0,0,1,1,0
2016-10-01,5,4,1,0,1,1,0,0,2,0,7,4,0
2016-11-01,38,4,7,1,6,2,22,0,23,36,3,1,0
2016-12-01,14,3,1,0,1,1,0,0,5,9,5,3,0
2017-01-01,7,3,0,0,0,0,0,0,1,1,0,1,1
2017-02-01,4,2,0,0,0,0,0,0,1,2,2,0,0
2017-03-01,22,2,0,0,0,0,0,0,0,0,2,0,0
2017-04-01,72,2,0,0,0,0,0,0,10,24,2,0,0
2017-05-01,6,1,0,0,0,0,0,0,1,3,2,1,1
2017-06-01,16,1,0,0,0,0,0,0,14,70,13,2,0
2017-07-01,11,4,2,0,2,2,4,0,3,15,8,2,0
2017-08-01,4,1,0,0,0,0,0,0,0,0,10,0,1
2017-09-01,0,0,0,0,0,0,0,0,0,0,2,0,0
2017-10-01,26,2,4,0,3,1,9,0,5,15,16,1,2
2017-11-01,38,1,1,2,0,0,7,0,9,24,6,0,0
2017-12-01,88,2,2,0,2,1,8,0,37,104,4,1,0
2018-01-01,22,1,0,0,0,0,0,0,1,4,3,1,2
2018-02-01,18,2,1,0,1,1,0,0,5,42,3,2,0
2018-03-01,49,2,1,0,1,1,2,0,1,1,10,2,0
2018-04-01,44,3,1,0,1,1,2,0,1,1,31,2,0
2018-05-01,66,6,12,2,9,1,56,0,39,100,64,6,0
2018-06-01,27,7,12,1,10,1,62,0,15,46,24,7,0
2018-07-01,48,5,4,0,3,1,4,0,7,8,14,6,1
2018-08-01,63,2,0,0,0,0,0,0,2,2,24,2,0
2018-09-01,12,2,1,1,1,1,6,0,2,5,13,3,0
2018-10-01,27,1,0,0,0,0,0,0,3,4,22,3,0
2018-11-01,45,2,2,0,2,1,0,0,6,19,14,4,0
2018-12-01,21,2,2,0,1,1,2,0,10,25,13,3,0
2019-01-01,13,2,3,0,2,1,5,0,2,0,17,2,0
2019-02-01,19,4,10,4,9,1,21,0,19,31,16,2,0
2019-03-01,94,4,7,0,7,1,12,0,32,134,20,2,0
2019-04-01,112,4,5,2,4,1,20,0,37,118,16,6,1
2019-05-01,35,7,16,4,10,1,32,1,26,71,23,13,0
2019-06-01,20,4,3,0,3,1,0,0,6,6,17,6,0
2019-07-01,4,2,4,0,2,1,32,0,4,4,21,2,0
2019-08-01,54,6,18,2,14,1,69,0,25,60,35,7,0
2019-09-01,19,2,4,1,1,1,11,0,3,4,14,4,0
2019-10-01,62,12,10,1,14,1,51,0,53,175,21,4,0
2019-11-01,16,3,3,0,2,1,11,0,3,5,13,5,1
2019-12-01,79,4,5,1,5,1,25,0,17,52,13,2,0
2020-01-01,143,5,8,1,7,1,51,1,85,303,38,7,0
2020-02-01,94,6,8,1,8,1,71,3,25,118,25,6,0
2020-03-01,86,3,6,2,5,1,37,1,24,75,27,11,0
2020-04-01,42,6,13,2,10,1,41,0,16,174,22,11,0
