dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-07-01,64,2,3,1,2,1,6,0,29,28,9,2,1
2016-08-01,66,1,2,1,1,1,6,0,23,15,5,1,0
2016-09-01,69,3,1,0,1,1,4,0,7,38,25,10,1
2016-10-01,58,1,0,0,0,0,0,0,17,91,23,9,0
2016-11-01,22,1,0,0,0,0,0,0,14,21,18,9,0
2016-12-01,67,2,3,0,2,1,0,0,23,116,16,5,2
2017-01-01,62,2,1,1,1,1,6,0,22,39,45,9,0
2017-02-01,38,3,2,1,1,1,12,0,13,48,33,9,0
2017-03-01,84,3,4,0,4,1,26,0,23,86,41,8,2
2017-04-01,74,2,0,0,0,0,0,0,25,104,45,8,0
2017-05-01,52,3,1,0,1,1,12,0,25,71,40,9,0
2017-06-01,72,3,8,6,2,1,26,0,41,132,49,18,1
2017-07-01,66,2,2,1,1,1,8,0,34,129,42,17,1
2017-08-01,27,2,1,1,0,0,14,0,24,115,46,11,0
2017-09-01,13,2,0,0,0,0,0,0,22,34,56,13,0
2017-10-01,24,2,1,0,0,0,1,0,21,46,49,13,1
2017-11-01,38,2,1,0,2,1,1,0,34,44,58,17,1
2017-12-01,34,2,1,0,0,0,1,0,19,31,49,16,0
2018-01-01,51,2,0,0,1,1,1,0,30,94,84,23,0
2018-02-01,14,1,1,0,0,0,5,0,19,28,66,18,0
2018-03-01,8,3,2,0,2,1,20,0,18,42,62,19,0
2018-04-01,5,2,1,0,1,1,2,0,21,33,49,21,1
2018-05-01,45,3,4,1,2,1,34,0,57,99,42,23,0
2018-06-01,86,2,1,1,0,0,21,0,42,65,59,20,2
2018-07-01,27,2,4,3,1,1,14,0,41,67,63,15,0
2018-08-01,24,1,0,0,0,0,0,0,23,45,44,20,1
2018-09-01,25,1,1,2,1,1,18,1,81,188,66,20,0
2018-10-01,28,3,1,0,1,1,2,0,36,89,50,10,0
2018-11-01,8,1,1,0,0,0,3,1,28,42,56,15,0
2018-12-01,9,1,0,0,0,0,0,0,7,8,41,15,0
2019-01-01,3,1,0,0,0,0,0,2,15,33,40,24,0
2019-02-01,27,3,1,1,0,0,4,0,43,83,46,12,0
2019-03-01,79,2,1,1,1,1,5,1,46,152,43,17,0
2019-04-01,32,1,1,1,0,0,4,0,28,82,43,22,1
2019-05-01,16,2,1,0,1,1,2,0,27,56,47,17,0
2019-06-01,25,2,1,0,1,1,0,0,31,111,36,9,0
2019-07-01,13,2,1,0,1,1,2,0,28,58,52,11,0
2019-08-01,19,1,2,1,0,0,20,1,27,89,47,14,0
2019-09-01,4,2,1,0,1,1,2,0,22,57,28,10,1
2019-10-01,36,3,2,0,2,1,4,0,14,32,26,12,1
2019-11-01,29,2,1,0,1,1,23,0,36,123,34,15,1
2019-12-01,1,1,0,0,0,0,0,0,6,6,25,12,0
2020-01-01,0,0,1,0,0,0,3,0,14,19,38,9,0
2020-02-01,3,1,0,1,0,0,3,1,13,37,29,13,0
2020-03-01,31,1,3,3,0,0,8,3,21,52,38,15,0
2020-04-01,6,1,0,0,0,0,0,1,33,72,30,12,0
